ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20120009821,2012-04-26,09:30:00,1,Collision with vehicle,5,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY),1,44592,2,0,0,2,1,3,1,4,Multiple intersection,3,70,Arterial Highway
T20120009819,2012-04-26,08:30:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,1,61129,2,0,0,1,1,2,1,2,T intersection,3,70,Arterial Other
T20120009861,2012-04-26,10:30:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,238077,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120009864,2012-04-26,16:20:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,42463,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120009865,2012-04-26,16:45:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,259002,1,0,0,1,4,5,1,5,Not at intersection,3,100,Arterial Other
T20120009867,2012-04-26,15:45:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29973,2,0,0,2,0,2,1,1,Cross intersection,3,60,Arterial Other
T20120009870,2012-04-26,17:35:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,2,39434,2,0,0,3,0,3,1,2,T intersection,3,70,Arterial Other
T20120009877,2012-04-26,09:50:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,37729,2,0,0,3,1,4,2,1,Cross intersection,3,40,Arterial Other
T20120009878,2012-04-26,16:50:00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,251503,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road
T20120009880,2012-04-26,19:30:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,3,40534,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other
T20120009881,2012-04-26,18:45:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,5,43906,2,0,2,1,0,3,1,2,T intersection,2,60,Arterial Other
T20120009883,2012-04-26,19:15:00,2,Struck Pedestrian,5,Thursday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,35613,1,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120009816,2012-04-26,08:15:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,39018,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Other
T20120009884,2012-04-26,18:34:00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),3,36464,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road
T20120009886,2012-04-26,21:55:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,255721,2,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road
T20120009887,2012-04-26,22:00:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,3,251507,2,0,1,0,2,3,1,5,Not at intersection,2,60,Local Road
T20120009891,2012-04-26,22:37:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),5,253671,3,1,0,0,2,3,1,5,Not at intersection,1,60,Arterial Other
T20120009813,2012-04-26,07:05:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,1,251371,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road
T20120010121,2012-04-26,09:50:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251546,1,0,0,2,0,2,1,2,T intersection,3,60,Local Road
T20120011137,2012-04-26,08:20:00,7,Fall from or in moving vehicle,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,251839,1,0,0,1,0,1,2,5,Not at intersection,3,80,Arterial Highway
T20120011512,2012-04-26,16:15:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,251921,2,0,1,0,1,2,2,5,Not at intersection,2,60,Arterial Other
T20120014343,2012-04-27,13:55:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,252933,2,0,0,2,1,3,1,5,Not at intersection,3,60,Local Road
T20120009948,2012-04-27,07:45:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,67970,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120010416,2012-04-27,16:15:00,1,Collision with vehicle,5,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING),2,278511,2,0,0,1,1,2,2,5,Not at intersection,3,999,Freeway
T20120010224,2012-04-27,05:50:00,8,No collision and no object struck,6,Friday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,6,251716,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road
T20120009983,2012-04-27,06:29:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,252118,1,0,1,1,0,2,1,5,Not at intersection,2,110,Freeway
T20120009980,2012-04-27,21:54:00,1,Collision with vehicle,6,Friday,142,LEAVING PARKING,3,251629,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120009976,2012-04-27,06:05:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,37795,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Other
T20120009967,2012-04-27,18:20:00,1,Collision with vehicle,6,Friday,115,RIGHT/LEFT FAR (INTERSECTIONS ONLY),3,19517,2,0,1,2,1,4,1,2,T intersection,2,50,Arterial Other
T20120010054,2012-04-27,21:52:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,3,29820,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other
T20120009965,2012-04-27,19:40:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,3,224606,2,0,1,0,1,2,1,2,T intersection,2,999,Arterial Highway
T20120009964,2012-04-27,17:35:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,251617,1,0,1,1,0,2,1,5,Not at intersection,2,100,Local Road
T20120009962,2012-04-27,16:35:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,65647,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road
T20120009961,2012-04-27,16:35:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,251613,2,0,1,0,1,2,1,5,Not at intersection,2,70,Local Road
T20120009956,2012-04-27,17:15:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,251606,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20130001214,2012-04-27,17:30:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),2,279000,3,0,1,0,2,3,2,5,Not at intersection,2,100,Freeway
T20120009970,2012-04-27,19:45:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,65819,2,0,0,1,2,3,1,1,Cross intersection,3,50,Local Road
T20120010026,2012-04-27,21:45:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),5,45488,2,0,4,0,0,4,1,2,T intersection,2,80,Arterial Highway
T20120009955,2012-04-27,16:00:00,8,No collision and no object struck,6,Friday,175,OFF END OF ROAD/T-INTERSECTION.,1,251605,1,0,1,2,0,3,1,2,T intersection,2,100,Arterial Other
T20120009954,2012-04-27,16:45:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,251604,2,0,1,0,2,3,1,5,Not at intersection,2,70,Arterial Other
T20120009985,2012-04-27,23:15:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,251632,2,0,0,1,1,2,1,5,Not at intersection,3,60,
T20120009953,2012-04-27,16:20:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251603,2,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Highway
T20120009939,2012-04-27,13:25:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,43008,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Other
T20120009946,2012-04-27,13:25:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,250351,1,1,0,0,1,2,1,5,Not at intersection,1,60,Local Road
T20120009920,2012-04-27,09:54:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,53179,2,0,0,1,1,2,1,1,Cross intersection,3,80,Arterial Other
T20120009933,2012-04-27,13:00:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36375,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Other
T20120010100,2012-04-27,19:40:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,252328,1,0,0,2,1,3,1,5,Not at intersection,3,60,Local Road
T20120009916,2012-04-27,09:20:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,251524,1,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other
T20120009938,2012-04-27,14:10:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,244815,2,0,0,1,2,3,2,1,Cross intersection,3,70,Arterial Highway
T20120010002,2012-04-27,16:50:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,251637,3,0,0,1,2,3,2,5,Not at intersection,3,60,Arterial Highway
T20120012586,2012-04-27,08:00:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,38091,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other
T20120009951,2012-04-27,17:00:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,38540,3,0,0,1,3,4,1,2,T intersection,3,60,Arterial Other
T20120009913,2012-04-27,09:45:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,55691,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other
T20120009902,2012-04-27,07:50:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,251510,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120009943,2012-04-27,14:30:00,6,Vehicle overturned (no collision),6,Friday,172,OFF CARRIAGEWAY TO RIGHT,1,252784,1,0,1,0,1,2,1,5,Not at intersection,2,110,Freeway
T20120009907,2012-04-27,08:10:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,251513,2,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Highway
T20120009944,2012-04-27,08:25:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,996,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other
T20120010577,2012-04-27,19:05:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,1180,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other
T20120009934,2012-04-27,12:05:00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),1,246608,2,0,0,1,3,4,1,2,T intersection,3,50,Local Road
T20120012610,2012-04-27,16:30:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,252134,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road
T20120010102,2012-04-27,15:10:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,50095,2,0,0,1,1,2,2,4,Multiple intersection,3,50,Arterial Other
T20120009910,2012-04-27,09:06:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,39324,3,0,0,2,1,3,1,2,T intersection,3,60,Arterial Other
T20120010000,2012-04-27,16:15:00,2,Struck Pedestrian,6,Friday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,252120,1,0,0,1,2,3,2,5,Not at intersection,3,70,Arterial Other
T20120011751,2012-04-27,10:30:00,1,Collision with vehicle,6,Friday,136,RIGHT TURN SIDESWIPE,1,66343,2,0,1,0,1,2,2,2,T intersection,2,40,Arterial Other
T20120010010,2012-04-28,13:40:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,188181,3,0,0,1,3,4,1,5,Not at intersection,3,50,Local Road
T20120010014,2012-04-28,14:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45105,2,0,0,2,1,3,1,1,Cross intersection,3,60,Local Road
T20120026691,2012-04-28,13:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,221931,2,0,1,0,2,3,2,4,Multiple intersection,2,60,Freeway
T20120015418,2012-04-28,23:20:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,62890,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road
T20120010031,2012-04-28,13:30:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,251652,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road
T20120010012,2012-04-28,13:37:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,314,2,0,0,3,1,4,1,1,Cross intersection,3,60,Freeway
T20140005841,2012-04-28,12:08:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,66838,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120009997,2012-04-28,09:35:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,456,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road
T20120010624,2012-04-28,15:20:00,7,Fall from or in moving vehicle,7,Saturday,190,FELL IN/FROM VEHICLE,1,253090,1,0,1,0,1,2,1,2,T intersection,2,50,Local Road
T20120010261,2012-04-28,17:30:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,251745,1,0,1,0,0,1,2,5,Not at intersection,2,50,
T20120009996,2012-04-28,09:05:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),1,42742,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Other
T20120010036,2012-04-28,20:15:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),6,43569,2,0,0,1,3,4,2,1,Cross intersection,3,60,Local Road
T20120009988,2012-04-28,01:20:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,251633,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20120009984,2012-04-28,00:20:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,3,38061,2,0,0,2,0,2,1,1,Cross intersection,3,60,Arterial Other
T20120010142,2012-04-28,16:27:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,251560,2,0,0,1,2,3,2,5,Not at intersection,3,60,Arterial Other
T20120010064,2012-04-28,18:10:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,3,892,3,0,1,0,3,4,1,1,Cross intersection,2,70,Arterial Other
T20120010068,2012-04-28,12:23:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,446,2,0,1,2,1,4,1,2,T intersection,2,70,Freeway
T20120010494,2012-04-28,18:48:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,36619,2,0,0,1,3,4,1,1,Cross intersection,3,50,Local Road
T20120010089,2012-04-28,21:26:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,3,36035,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road
T20120010096,2012-04-28,19:30:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,43141,2,0,1,0,3,4,1,2,T intersection,2,999,Arterial Highway
T20120010028,2012-04-28,11:20:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,251651,3,0,0,1,2,3,2,5,Not at intersection,3,777,Local Road
T20120010099,2012-04-28,20:12:00,4,Collision with a fixed object,7,Saturday,175,OFF END OF ROAD/T-INTERSECTION.,3,48401,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road
T20120010025,2012-04-28,15:40:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,221931,2,0,1,0,1,2,1,4,Multiple intersection,2,60,Freeway
T20120010035,2012-04-28,15:30:00,2,Struck Pedestrian,7,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,251654,1,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other
T20120010032,2012-04-28,09:30:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,29923,2,0,0,3,2,5,1,1,Cross intersection,3,80,Freeway
T20120010047,2012-04-28,20:20:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,29741,1,0,0,1,0,1,1,1,Cross intersection,3,60,Arterial Other
T20120010022,2012-04-28,11:45:00,1,Collision with vehicle,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,73958,2,0,0,1,0,1,1,1,Cross intersection,3,50,Local Road
T20120010046,2012-04-28,23:20:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,65993,1,0,1,0,1,2,1,2,T intersection,2,70,Arterial Highway
T20120010016,2012-04-28,14:25:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,1,45651,2,0,1,0,2,3,1,2,T intersection,2,60,Arterial Other
T20120010001,2012-04-28,09:00:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,29748,2,0,0,2,0,2,1,2,T intersection,3,60,Arterial Other
T20120010006,2012-04-28,10:33:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,244465,2,0,0,1,2,3,1,4,Multiple intersection,3,80,Arterial Other
T20120010387,2012-04-28,09:00:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,252331,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road
T20120010043,2012-04-28,05:50:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,252327,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20120010007,2012-04-28,10:09:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,91531,4,0,0,2,5,7,1,5,Not at intersection,3,60,Arterial Other
T20120010037,2012-04-28,20:09:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),3,37890,2,0,1,0,2,3,1,2,T intersection,2,70,Arterial Highway
T20120010015,2012-04-28,14:15:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251644,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20120010140,2012-04-29,16:35:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,1170,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Other
T20120010105,2012-04-29,17:25:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,2,38456,2,0,0,3,1,4,1,2,T intersection,3,70,Arterial Other
T20120010104,2012-04-29,12:00:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,251538,2,0,0,1,4,5,2,2,T intersection,3,60,Local Road
T20120010076,2012-04-29,13:15:00,1,Collision with vehicle,1,Sunday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,251712,2,0,1,0,1,2,2,5,Not at intersection,2,60,Arterial Highway
T20120010070,2012-04-29,11:15:00,1,Collision with vehicle,1,Sunday,131,LEFT REAR,1,40140,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway
T20120010103,2012-04-29,17:00:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,2,20857,2,0,0,2,1,3,1,2,T intersection,3,70,Arterial Other
T20120010080,2012-04-29,12:35:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,39301,2,0,0,1,1,2,2,2,T intersection,3,70,Arterial Other
T20120010115,2012-04-29,20:20:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,251545,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20120010087,2012-04-29,14:05:00,7,Fall from or in moving vehicle,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,251528,1,0,1,0,0,1,1,5,Not at intersection,2,70,Arterial Other
T20120010082,2012-04-29,12:50:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,278509,3,0,0,3,5,8,1,1,Cross intersection,3,80,Arterial Highway
T20120010049,2012-04-29,02:15:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,222110,1,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120010549,2012-04-29,17:30:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),2,56265,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road
T20120010097,2012-04-29,13:20:00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),1,251816,2,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Other
T20120010110,2012-04-29,18:33:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,3,29666,3,0,3,0,3,6,1,1,Cross intersection,2,70,Arterial Other
T20120010067,2012-04-29,09:10:00,1,Collision with vehicle,1,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY),1,38559,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120010111,2012-04-29,18:30:00,1,Collision with vehicle,1,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY),3,42247,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120010112,2012-04-29,20:10:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,3,37871,2,0,0,2,1,3,1,1,Cross intersection,3,70,Arterial Highway
T20120010120,2012-04-29,20:30:00,1,Collision with vehicle,1,Sunday,162,ACCIDENT OR BROKEN DOWN,5,252374,2,0,2,1,0,3,1,5,Not at intersection,2,110,Freeway
T20120010123,2012-04-30,00:00:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,251547,1,0,0,1,0,1,1,5,Not at intersection,3,100,Freeway
T20120010159,2012-04-30,13:16:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,29422,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road
T20120013437,2012-04-30,06:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),3,252728,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other
T20120010204,2012-04-30,21:06:00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,11447,2,1,0,0,2,3,1,4,Multiple intersection,1,100,Freeway
T20120010205,2012-04-30,23:20:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),3,37305,2,0,0,1,1,2,1,2,T intersection,3,70,Arterial Other
T20120010307,2012-04-30,12:30:00,6,Vehicle overturned (no collision),2,Monday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,252330,1,0,0,1,0,1,2,5,Not at intersection,3,80,Arterial Other
T20120010208,2012-04-30,18:45:00,4,Collision with a fixed object,1,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,354525,1,0,1,0,0,1,1,2,T intersection,2,100,
T20120010214,2012-04-30,12:30:00,7,Fall from or in moving vehicle,2,Monday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,251659,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road
T20120010166,2012-04-30,13:40:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,1115,2,0,0,2,3,5,1,2,T intersection,3,60,Arterial Highway
T20120010168,2012-04-30,15:20:00,2,Struck Pedestrian,2,Monday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,29385,1,0,1,1,0,2,1,1,Cross intersection,2,60,Arterial Other
T20120010217,2012-04-30,11:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,35298,3,0,0,1,2,3,1,1,Cross intersection,3,999,Arterial Other
T20120010171,2012-04-30,16:00:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,42452,3,0,1,0,3,4,1,2,T intersection,2,80,Arterial Highway
T20120010178,2012-04-30,14:40:00,1,Collision with vehicle,2,Monday,140,U TURN,1,251611,2,0,1,0,1,2,1,5,Not at intersection,2,40,Arterial Highway
T20120010146,2012-04-30,08:05:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,29772,2,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Other
T20120010198,2012-04-30,17:40:00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,251635,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road
T20120010326,2012-04-30,19:42:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,3,38061,2,0,1,1,3,5,1,1,Cross intersection,2,60,Arterial Other
