ACCIDENT_NO,PERSON_ID,VEHICLE_ID,SEX,AGE_GROUP,INJ_LEVEL,INJ_LEVEL_DESC,SEATING_POSITION,HELMET_BELT_WORN,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,LICENCE_STATE,TAKEN_HOSPITAL,EJECTED_CODE
T20230010283,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210019692,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210018712,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210009489,A,A,M,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210013471,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20190007365,01,B,M,13-15,4,Not injured,LF,9.0,3,Passengers,,,
T20190007365,02,B,M,18-21,4,Not injured,LR,9.0,3,Passengers,,,
T20180022748,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20180022748,01,A,M,40-49,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20180015499,A,A,M,60-64,3,Other injury,D,1.0,2,Drivers,V,Y,0.0
T20180015499,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190016045,C,C,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,
T20190016045,D,D,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,
T20190016045,E,E,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,
T20190016045,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,
T20190016045,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,
T20180011054,01,,M,60-64,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20180011054,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180014085,01,B,F,60-64,2,Serious injury,LF,1.0,3,Passengers,,,0.0
T20180014085,B,B,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,,0.0
T20180014085,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180014085,C,C,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180014085,D,D,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220001567,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190009004,A,A,M,40-49,2,Serious injury,D,9.0,2,Drivers,Z,Y,0.0
T20190009004,01,A,M,22-25,2,Serious injury,LF,9.0,3,Passengers,,Y,0.0
T20220003621,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180016555,02,A,M,5-12,2,Serious injury,LR,1.0,3,Passengers,,N,0.0
T20200011859,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,9.0
T20200011936,A,A,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20180012302,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20180019739,B,B,F,18-21,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20180019739,01,B,M,16-17,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20180019739,A,A,F,40-49,3,Other injury,D,9.0,2,Drivers,O,,0.0
T20180011431,01,,M,60-64,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20190018429,02,A,F,5-12,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20190018429,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190018429,01,A,F,13-15,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20190021042,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210007364,05,B,M,22-25,3,Other injury,LF,9.0,3,Passengers,,,
T20230029537,01,A,M,16-17,4,Not injured,LF,1.0,3,Passengers,,,
T20180022199,02,A,M,0-4,4,Not injured,OR,3.0,3,Passengers,,,0.0
T20180022199,A,A,M,26-29,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20180022199,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20180022199,01,A,F,26-29,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20180023049,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20180023049,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190017073,B,B,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20190017073,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190008744,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180021588,A,A,F,40-49,3,Other injury,D,9.0,2,Drivers,V,Y,0.0
T20190001215,01,A,M,30-39,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20190001215,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20180022057,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20220021310,05,B,F,18-21,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20190006198,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190006198,01,,M,22-25,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20210026163,A,A,F,26-29,3,Other injury,D,9.0,4,Motorcyclists,V,N,0.0
T20210021018,01,,M,22-25,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20190000635,A,A,M,22-25,2,Serious injury,D,1.0,2,Drivers,O,N,0.0
T20190000635,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20190008612,A,A,F,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190008612,B,B,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190008612,01,A,M,0-4,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20190001764,B,B,M,65-69,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20180017413,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190009130,01,A,F,70+,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20190009130,A,A,F,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190009130,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190009130,C,C,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190009130,D,D,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20180017896,02,A,F,Unknown,4,Not injured,LF,9.0,3,Passengers,,,
T20180017896,01,,M,65-69,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20190007195,B,B,M,16-17,2,Serious injury,D,7.0,6,Bicyclists,,N,1.0
T20190007195,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,Z,,0.0
T20190007297,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,Y,9.0
T20180014987,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180014987,01,,M,70+,3,Other injury,,8.0,1,Pedestrians,,Y,0.0
T20220009875,A,A,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,
T20220004923,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200010385,B,B,F,22-25,3,Other injury,D,9.0,4,Motorcyclists,O,,0.0
T20180015853,01,A,M,26-29,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20180015853,02,A,M,26-29,4,Not injured,RR,9.0,3,Passengers,,,0.0
T20180015853,04,,F,16-17,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20220019902,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230012137,01,B,F,26-29,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20180014639,B,B,F,60-64,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20180014639,A,A,M,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190006849,A,A,F,70+,2,Serious injury,D,1.0,2,Drivers,V,N,0.0
T20190006849,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190004165,01,B,M,5-12,3,Other injury,CR,3.0,3,Passengers,,Y,0.0
T20190004165,A,A,F,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190004165,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190003891,B,B,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20190003891,A,A,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,
T20190008784,A,A,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20180023321,A,A,M,65-69,4,Not injured,D,2.0,2,Drivers,V,,0.0
T20180024278,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,O,Y,0.0
T20180024278,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,Y,0.0
T20180024278,01,B,M,30-39,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20180024278,02,B,M,0-4,3,Other injury,LR,3.0,3,Passengers,,Y,0.0
T20170014540,A,A,M,40-49,2,Serious injury,D,1.0,2,Drivers,Z,Y,0.0
T20210021376,B,B,M,22-25,2,Serious injury,D,9.0,6,Bicyclists,,Y,1.0
T20180009634,A,A,M,30-39,3,Other injury,D,8.0,2,Drivers,V,,0.0
T20180009634,B,B,F,30-39,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20210014971,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220016163,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220016163,A,A,M,30-39,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20170015231,C,C,M,22-25,2,Serious injury,D,9.0,4,Motorcyclists,V,Y,9.0
T20120011626,A,A,M,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20120012121,B,B,F,30-39,3,Other injury,D,6.0,6,Bicyclists,V,,0.0
T20120012122,A,A,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20120016637,A,A,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230013851,01,A,F,26-29,2,Serious injury,LF,9.0,3,Passengers,,Y,9.0
T20230012342,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20240014813,A,A,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20230015374,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,
T20230015374,B,B,M,70+,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,
T20240014901,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230030235,01,A,M,16-17,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230030235,B,B,M,26-29,2,Serious injury,D,6.0,6,Bicyclists,,Y,1.0
T20230014384,A,A,M,26-29,3,Other injury,D,7.0,4,Motorcyclists,V,Y,1.0
T20220002740,01,B,M,30-39,4,Not injured,LF,9.0,3,Passengers,,,
T20230011731,03,C,F,50-59,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20240003322,A,A,F,18-21,3,Other injury,D,9.0,2,Drivers,Z,,0.0
T20220002740,A,A,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,
T20220002740,B,B,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,
T20230005189,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230018422,02,C,M,40-49,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20230018422,A,A,M,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20230018422,C,C,M,40-49,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230011731,01,A,M,30-39,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20230011731,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011544,B,B,F,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011153,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20240016074,A,A,M,50-59,3,Other injury,D,2.0,2,Drivers,V,N,0.0
T20240011153,01,B,M,30-39,4,Not injured,LF,1.0,3,Passengers,,,9.0
T20240011153,02,B,F,0-4,3,Other injury,LR,3.0,3,Passengers,,,0.0
T20240013213,A,A,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,9.0
T20240012442,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20230019288,01,B,F,30-39,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230019288,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230019288,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240007176,B,B,M,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240007176,A,A,M,70+,3,Other injury,D,6.0,6,Bicyclists,,,1.0
T20180023035,01,A,M,16-17,2,Serious injury,LF,9.0,3,Passengers,,Y,0.0
T20230028793,04,A,F,18-21,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20240004799,01,A,M,40-49,3,Other injury,OR,2.0,3,Passengers,,N,0.0
T20240004799,03,A,M,30-39,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240004799,A,A,F,50-59,2,Serious injury,D,2.0,2,Drivers,O,Y,0.0
T20240001081,B,B,F,0-4,2,Serious injury,D,7.0,6,Bicyclists,,Y,1.0
T20240029530,B,B,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230003382,04,B,M,70+,2,Serious injury,LR,9.0,3,Passengers,,Y,0.0
T20230003382,A,A,M,22-25,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230003382,B,B,F,22-25,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20230003382,02,A,M,30-39,4,Not injured,LR,9.0,3,Passengers,,,0.0
T20230003382,01,A,F,30-39,4,Not injured,RR,9.0,3,Passengers,,,0.0
T20230003382,03,B,M,70+,1,Fatality,LF,9.0,3,Passengers,,Y,0.0
T20210022217,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010519,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240010519,B,B,F,26-29,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20220029796,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240004340,A,A,M,70+,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240004340,01,A,F,70+,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20240004340,02,A,F,70+,3,Other injury,LR,1.0,3,Passengers,,N,0.0
T20240004340,03,A,M,70+,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20230024498,04,C,M,Unknown,1,Fatality,NK,8.0,3,Passengers,,,0.0
T20220015345,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010080,01,A,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,
T20240011948,01,,F,40-49,1,Fatality,,8.0,1,Pedestrians,,Y,0.0
T20240011948,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190022517,A,A,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20230027561,B,B,M,30-39,3,Other injury,D,8.0,4,Motorcyclists,V,N,1.0
T20230027561,A,A,F,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230029741,A,A,M,40-49,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20240009171,B,B,M,60-64,4,Not injured,NK,9.0,2,Drivers,V,,9.0
T20240009171,A,A,M,40-49,3,Other injury,D,9.0,2,Drivers,Z,,9.0
T20200014239,A,A,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20180001800,C,C,F,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20180001800,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240012016,05,B,M,26-29,2,Serious injury,RR,1.0,3,Passengers,,Y,0.0
T20240013507,01,A,F,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240013507,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240013507,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190010509,C,C,M,26-29,3,Other injury,D,9.0,2,Drivers,V,Y,0.0
T20240014693,A,A,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240014693,B,B,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240014693,01,B,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20220006994,A,A,M,40-49,2,Serious injury,D,9.0,2,Drivers,Z,Y,0.0
T20220006994,01,,M,40-49,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20230026504,01,A,F,26-29,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20230026504,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230026504,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230010544,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,Z,,
T20230010544,B,B,F,60-64,3,Other injury,D,9.0,2,Drivers,V,,
T20230023716,B,B,F,60-64,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230023716,A,A,F,65-69,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20150002792,A,A,M,30-39,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20240015722,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240015722,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240015722,01,B,F,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20150005979,B,B,F,22-25,3,Other injury,D,9.0,2,Drivers,V,,9.0
T20150005979,A,A,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20240013600,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220004838,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220004838,01,B,M,30-39,3,Other injury,LF,1.0,3,Passengers,,,
T20240014717,C,C,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,
T20240014717,B,B,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,
T20240014717,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,
T20240013626,A,A,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240013626,01,A,M,70+,3,Other injury,LF,9.0,3,Passengers,,,
T20240013626,B,B,M,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20240013565,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,
T20240013596,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240013596,01,,F,50-59,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20220004838,03,B,F,26-29,3,Other injury,RR,1.0,3,Passengers,,,
T20220004838,A,A,F,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220004838,02,B,F,30-39,3,Other injury,LR,1.0,3,Passengers,,,
T20220004597,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220004597,A,A,F,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230012511,01,B,F,30-39,1,Fatality,LF,9.0,3,Passengers,,,0.0
T20230012511,A,A,M,60-64,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240014973,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240015189,A,A,M,40-49,3,Other injury,D,9.0,4,Motorcyclists,O,,1.0
T20240015189,B,B,F,30-39,4,Not injured,D,6.0,6,Bicyclists,V,,1.0
T20240014449,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20240014262,01,A,M,22-25,3,Other injury,LR,1.0,9,Not Known,,N,0.0
T20240014262,A,A,U,Unknown,4,Not injured,D,9.0,9,Not Known,Z,,9.0
T20240014262,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20230012511,B,B,F,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20230020039,01,B,M,65-69,2,Serious injury,LF,9.0,3,Passengers,,Y,0.0
T20230020039,B,B,F,65-69,1,Fatality,D,9.0,2,Drivers,V,N,0.0
T20240016038,A,A,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,
T20240016038,B,B,F,22-25,3,Other injury,D,9.0,2,Drivers,V,,
T20240016038,01,B,M,22-25,4,Not injured,LF,9.0,3,Passengers,,,
T20240013584,B,B,M,22-25,4,Not injured,D,9.0,2,Drivers,S,,0.0
T20240013584,A,A,F,18-21,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240013796,A,A,M,22-25,3,Other injury,D,6.0,6,Bicyclists,V,N,1.0
T20240013796,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,0.0
T20180005088,A,A,M,26-29,1,Fatality,D,2.0,2,Drivers,V,N,0.0
T20240014449,A,A,F,60-64,3,Other injury,D,9.0,6,Bicyclists,V,,
T20240010845,02,A,F,60-64,3,Other injury,OR,1.0,9,Not Known,,,0.0
T20240010845,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010845,A,A,F,40-49,4,Not injured,NK,1.0,2,Drivers,V,,0.0
T20240013618,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210017795,01,,F,60-64,1,Fatality,,8.0,1,Pedestrians,,N,0.0
T20210017795,A,A,M,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240001776,A,A,F,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240013105,01,,M,26-29,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240001776,B,B,M,26-29,3,Other injury,D,6.0,6,Bicyclists,,N,1.0
T20120005903,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20120005903,02,A,F,5-12,2,Serious injury,RR,3.0,3,Passengers,,Y,0.0
T20190022863,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210013904,B,B,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210016842,C,C,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20160026169,A,A,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210018490,A,A,F,26-29,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20200022753,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220028110,A,A,U,Unknown,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210010440,D,D,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210010440,C,C,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190008969,A,A,M,50-59,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20170009419,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210019795,A,A,M,40-49,3,Other injury,D,6.0,6,Bicyclists,V,N,2.0
T20210019795,B,B,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210018977,B,B,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210015013,02,B,M,0-4,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20210015013,03,B,F,5-12,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210024625,A,A,M,70+,3,Other injury,D,1.0,2,Drivers,V,,
T20120005014,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20220022639,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210014254,01,A,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210014254,03,A,M,5-12,3,Other injury,LR,1.0,3,Passengers,,,0.0
T20210014254,02,A,F,26-29,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20210019158,A,A,M,26-29,3,Other injury,D,9.0,4,Motorcyclists,V,N,0.0
T20210019675,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20210014900,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210014900,C,C,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210014900,B,B,M,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,9.0
T20210014703,A,A,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210023909,03,B,M,60-64,4,Not injured,OR,1.0,3,Passengers,,,0.0
T20210014576,A,A,F,18-21,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210014703,B,B,M,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20210014824,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210018550,A,A,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,
T20210010921,04,B,F,0-4,4,Not injured,OR,3.0,3,Passengers,,,
T20220018819,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20190024205,02,A,F,13-15,3,Other injury,LR,1.0,3,Passengers,,,0.0
T20210015258,02,B,F,22-25,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210014006,01,B,F,26-29,4,Not injured,PL,6.0,5,Pillion Passengers,,,0.0
T20210014006,B,B,M,30-39,3,Other injury,D,6.0,4,Motorcyclists,V,N,0.0
T20210014006,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220013084,A,A,M,50-59,2,Serious injury,D,6.0,4,Motorcyclists,N,Y,1.0
T20120026397,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20130002493,A,A,F,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20130002839,01,B,M,65-69,3,Other injury,LF,9.0,3,Passengers,,N,0.0
T20130001939,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20130001939,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,Z,,0.0
T20210013412,01,A,F,13-15,2,Serious injury,LF,2.0,3,Passengers,,Y,1.0
T20210000207,03,C,F,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210000207,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210000207,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210014083,B,B,F,22-25,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20210014231,A,A,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240010949,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210014084,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20210023814,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20170000021,02,A,M,16-17,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20210023909,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210023909,01,,M,30-39,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20210014132,01,B,F,22-25,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210014132,02,B,F,0-4,4,Not injured,CR,3.0,3,Passengers,,,0.0
T20210014132,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210014132,B,B,F,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240010949,B,B,M,50-59,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20210010313,B,B,F,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20180017037,B,B,M,40-49,3,Other injury,D,7.0,6,Bicyclists,V,,0.0
